spkid,full_name,name,neo,sats,H,orbit_id,e,a,q,i,om,w,tp,per,per_y,moid,moid_ld,moid_jup,t_jup,data_arc,condition_code,rms,pha,class
20008578,  8578 Shojikato (1996 WZ),Shojikato,N,0,12.47,JPL 58,0.0951,3.002,2.717,11.01,56.31,322.27,2461537.88,1900,5.2,1.73,673,2.17,3.22,27216,0,0.46013,N,MBA
20008579,  8579 Hieizan (1996 XV19),Hieizan,N,0,13.73,JPL 60,0.1919,2.479,2.003,1.94,186.47,150.87,2460016.94,1430,3.9,0.994,387,2.42,3.45,34500,0,0.46845,N,MBA
20008580,  8580 Pinsky (1996 XZ25),Pinsky,N,0,13.28,JPL 52,0.1401,3.11,2.675,12.14,108.54,289.61,2460159.91,2000,5.49,1.71,667,1.93,3.17,16185,0,0.47377,N,MBA
20008581,  8581 Johnen (1996 YO2),Johnen,N,0,13.61,JPL 55,0.043,2.835,2.713,3.2,74.92,31.37,2461090.97,1740,4.77,1.73,674,2.09,3.31,17081,0,0.49052,N,MBA
20008582,  8582 Kazuhisa (1997 AY),Kazuhisa,N,0,12.64,JPL 56,0.2253,3.114,2.413,4.11,62.94,291.8,2460002.2,2010,5.5,1.41,549,1.64,3.17,26424,0,0.45477,N,MBA
20008583,  8583 Froberger (1997 AK6),Froberger,N,0,14.72,JPL 30,0.1314,3.21,2.788,1.53,64.91,128.37,2461273.82,2100,5.75,1.79,697,1.32,3.18,11879,0,0.56567,N,OMB
20008585,  8585 Purpurea (2025 P-L),Purpurea,N,0,12.55,JPL 54,0.1626,3.233,2.707,9.46,358.09,233.99,2461606.2,2120,5.81,1.71,667,1.34,3.14,23364,0,0.43895,N,OMB
20008586,  8586 Epops (2563 P-L),Epops,N,0,13,JPL 55,0.1257,3.23,2.824,1.75,149.28,123.82,2459765.21,2120,5.8,1.81,704,1.46,3.17,25614,0,0.51764,N,OMB
20008587,  8587 Ruficollis (3078 P-L),Ruficollis,N,0,14.61,JPL 53,0.093,2.35,2.131,5.22,294.8,247.7,2460204.98,1320,3.6,1.14,445,2.42,3.55,26909,0,0.47748,N,MBA
20008588,  8588 Avosetta (4025 P-L),Avosetta,N,0,14.86,JPL 50,0.0656,2.213,2.068,7.54,196.85,237.41,2460256.12,1200,3.29,1.09,425,2.8,3.64,23244,0,0.46829,N,MBA
20008589,  8589 Stellaris (4068 P-L),Stellaris,N,0,14.84,JPL 49,0.0716,2.206,2.048,3.18,340.16,51.62,2460008.32,1200,3.28,1.05,410,2.89,3.66,23275,0,0.49264,N,MBA
20008590,  8590 Pygargus (6533 P-L),Pygargus,N,0,13.47,JPL 50,0.1199,3.229,2.842,1.88,121.76,156.62,2459964.55,2120,5.8,1.83,711,1.49,3.17,25584,0,0.50619,N,OMB
20008591,  8591 Excubitor (6543 P-L),Excubitor,N,0,13.12,JPL 52,0.1937,3.151,2.54,2.08,81.99,249.97,2459772.07,2040,5.59,1.53,596,1.6,3.18,25480,0,0.47158,N,MBA
20008592,  8592 Rubetra (1188 T-1),Rubetra,N,0,14.32,JPL 58,0.1314,2.256,1.959,6.18,350.44,242.22,2460964.05,1240,3.39,0.96,374,2.46,3.6,19305,0,0.4782,N,MBA
20008593,  8593 Angustirostris (2186 T-1),Angustirostris,N,0,12.47,JPL 49,0.1061,3.105,2.775,12.56,5.68,140.7,2460786.09,2000,5.47,1.8,700,1.58,3.17,25192,0,0.41744,N,MBA
20008594,  8594 Albifrons (2245 T-1),Albifrons,N,0,14.7,JPL 43,0.1509,2.457,2.086,3.35,68.05,8.84,2460402.57,1410,3.85,1.1,429,2.42,3.47,26765,0,0.49815,N,MBA
20008595,  8595 Dougallii (3233 T-1),Dougallii,N,0,14.39,JPL 42,0.1342,2.754,2.385,7.32,3.5,91.17,2460696.58,1670,4.57,1.42,551,2.08,3.32,19531,0,0.54137,N,MBA
20008596,  8596 Alchata (1298 T-2),Alchata,N,0,14.9,JPL 53,0.0705,2.222,2.065,5.41,171.35,322.12,2460515.82,1210,3.31,1.08,422,2.63,3.64,18487,0,0.35814,N,MBA
20008597,  8597 Sandvicensis (2045 T-2),Sandvicensis,N,0,13.28,JPL 53,0.1529,2.686,2.275,12.65,3.22,261.73,2460884.49,1610,4.4,1.3,507,2.11,3.32,18524,0,0.42827,N,MBA
20008598,  8598 Tetrix (2202 T-2),Tetrix,N,0,13.79,JPL 46,0.1416,3.155,2.708,0.55,295.09,187.29,2460934.26,2050,5.6,1.73,671,1.48,3.19,19910,0,0.53476,N,MBA
20008599,  8599 Riparia (2277 T-2),Riparia,N,0,14.5,JPL 43,0.0977,2.714,2.448,3.46,29.74,318.63,2459856.37,1630,4.47,1.44,562,2.39,3.35,18408,0,0.5011,N,MBA
20008600,  8600 Arundinaceus (3060 T-2),Arundinaceus,N,0,14.63,JPL 47,0.1546,2.442,2.065,2.96,71.76,64.1,2460538.2,1390,3.82,1.08,421,2.22,3.48,18464,0,0.49692,N,MBA
20008601,  8601 Ciconia (3155 T-2),Ciconia,N,0,13.76,JPL 53,0.1106,3.16,2.811,6.41,139.26,339.6,2461081.72,2050,5.62,1.83,712,1.57,3.19,18621,0,0.55494,N,MBA
20008602,  8602 Oedicnemus (2480 T-3),Oedicnemus,N,0,13.34,JPL 56,0.1332,2.4,2.081,8.07,353.82,238.29,2460557.5,1360,3.72,1.09,423,2.3,3.5,25154,0,0.39273,N,MBA
20008603,  8603 Senator (3134 T-3),Senator,N,0,14.92,JPL 55,0.196,2.148,1.727,3.67,188.36,130.69,2460540.98,1150,3.15,0.717,279,2.73,3.68,17141,0,0.38893,N,MBA
20008604,  8604 Vanier (1929 PK),Vanier,N,0,14.55,JPL 49,0.2185,2.227,1.74,4.41,152.53,226.72,2461163.81,1210,3.32,0.745,290,2.75,3.61,34624,0,0.51739,N,MBA
20008608,  8608 Chelomey (1976 YO2),Chelomey,N,0,14.63,JPL 43,0.1353,2.269,1.962,11.07,74.54,352.56,2460552.41,1250,3.42,0.977,380,2.72,3.58,17434,0,0.49628,N,MBA
20008609,  8609 Shuvalov (1977 QH3),Shuvalov,N,0,13.96,JPL 49,0.2903,2.409,1.71,9.13,127.16,279.05,2459921.73,1370,3.74,0.748,291,2.37,3.44,17104,0,0.42392,N,MBA
20008610,  8610 Goldhaber (1977 UD),Goldhaber,N,0,13.81,JPL 53,0.1679,2.426,2.019,3.99,62.72,19.63,2460164.91,1380,3.78,1.04,403,2.41,3.49,17062,0,0.44431,N,MBA
20008611,  8611 Judithgoldhaber (1977 UM4),Judithgoldhaber,N,0,14.22,JPL 47,0.2198,2.382,1.859,2.57,19.94,314.81,2460754.67,1340,3.68,0.85,331,2.46,3.5,17166,0,0.33039,N,MBA
20008612,  8612 Burov (1978 SS7),Burov,N,0,15.42,JPL 43,0.2026,2.357,1.88,4.74,351.41,86.03,2461126.42,1320,3.62,0.902,351,2.45,3.52,16716,0,0.54638,N,MBA
20008613,  8613 Cindyschulz (1978 VE10),Cindyschulz,N,0,14.12,JPL 41,0.2314,3.13,2.405,1.8,58.83,268.2,2459724.23,2020,5.54,1.39,543,1.5,3.17,16511,0,0.50917,N,MBA
20008614,  8614 Svedhem (1978 VP11),Svedhem,N,0,13.13,JPL 49,0.1965,3.147,2.528,3.11,93.66,258.43,2459941.72,2040,5.58,1.52,593,1.67,3.18,16562,0,0.496,N,MBA
20008615,  8615 Philipgrahamgood (1979 MB2),Philipgrahamgood,N,0,13.78,JPL 58,0.279,2.541,1.832,5.78,140.49,300.13,2460889.45,1480,4.05,0.856,333,2.04,3.38,26698,0,0.39165,N,MBA
20008616,  8616 Fogelquist (1980 FY4),Fogelquist,N,0,14.77,JPL 50,0.174,2.331,1.925,5.25,186.28,163.8,2460529.78,1300,3.56,0.92,358,2.69,3.54,18289,0,0.5133,N,MBA
20008617,  8617 Fellous (1980 PW),Fellous,N,0,14.09,JPL 60,0.2135,2.423,1.906,4.01,310.63,55.3,2461101.98,1380,3.77,0.907,353,2.53,3.48,26907,0,0.49681,N,MBA
20008618,  8618 Sethjacobson (1981 DX),Sethjacobson,N,0,12.8,JPL 56,0.0235,3.201,3.126,7.08,265.54,145.71,2460645.08,2090,5.73,2.14,833,1.89,3.18,26522,0,0.3891,N,OMB
20008620,  8620 Lowkevrudolph (1981 EK5),Lowkevrudolph,N,0,14,JPL 45,0.132,3.165,2.747,6.78,293.53,329.26,2461518.38,2060,5.63,1.74,675,1.53,3.18,15910,0,0.5701,N,MBA
20008621,  8621 Jimparsons (1981 EK7),Jimparsons,N,0,13.49,JPL 48,0.164,3.135,2.621,4.33,220.36,80.86,2459595.4,2030,5.55,1.61,627,1.59,3.19,16568,0,0.5247,N,MBA
20008622,  8622 Mayimbialik (1981 EM8),Mayimbialik,N,0,13.5,JPL 46,0.1752,3.096,2.553,3.87,254.11,90.34,2461553.91,1990,5.45,1.55,603,1.8,3.2,16643,0,0.52134,N,MBA
20008623,  8623 Johnnygalecki (1981 EQ9),Johnnygalecki,N,0,14.12,JPL 40,0.0964,3.161,2.856,4.83,208.41,343.89,2461075.45,2050,5.62,1.86,723,1.5,3.19,16606,0,0.59686,N,MBA
20008624,  8624 Kaleycuoco (1981 ES9),Kaleycuoco,N,0,13.95,JPL 38,0.0285,3.174,3.084,9.04,199.85,59.2,2461586.08,2070,5.65,2.08,811,1.73,3.18,15737,0,0.47524,N,MBA
20008625,  8625 Simonhelberg (1981 EX15),Simonhelberg,N,0,14.69,JPL 49,0.0794,2.605,2.398,3.63,326.43,58.3,2460917.97,1540,4.2,1.4,546,2.54,3.41,25909,0,0.50755,N,MBA
20008626,  8626 Melissarauch (1981 EC18),Melissarauch,N,0,14.47,JPL 37,0.1007,3.178,2.858,6.17,175.2,121.68,2459770.04,2070,5.66,1.85,719,1.72,3.18,15674,0,0.59437,N,MBA
20008627,  8627 Kunalnayyar (1981 EU20),Kunalnayyar,N,0,14.67,JPL 47,0.1014,2.595,2.332,1.04,307.74,4.25,2460498.2,1530,4.18,1.32,513,2.35,3.41,25936,0,0.52256,N,MBA
20008628,  8628 Davidsaltzberg (1981 EX21),Davidsaltzberg,N,0,14.12,JPL 51,0.1986,2.65,2.124,12.37,176.13,188.36,2461280.69,1580,4.31,1.12,437,2.28,3.33,15824,0,0.48291,N,MBA
20008629,  8629 Chucklorre (1981 EU26),Chucklorre,N,0,14.03,JPL 48,0.1761,3.151,2.596,5.44,175.85,191.29,2460133.81,2040,5.59,1.59,621,1.75,3.18,15726,0,0.55904,N,MBA
20008630,  8630 Billprady (1981 EY35),Billprady,N,0,14.21,JPL 52,0.1409,2.284,1.962,3.88,1.9,232.78,2461209.86,1260,3.45,0.956,372,2.39,3.59,26140,0,0.45794,N,MBA
20008631,  8631 Sherikboonstra (1981 EK41),Sherikboonstra,N,0,14.74,JPL 43,0.0347,2.256,2.178,5.98,192.01,125.97,2460005.72,1240,3.39,1.17,456,2.73,3.62,15744,0,0.50437,N,MBA
20008632,  8632 Egleston (1981 FR),Egleston,N,0,14.4,JPL 47,0.1563,2.622,2.212,12.19,177.92,106.47,2460576.92,1550,4.25,1.23,480,2.23,3.35,15922,0,0.50301,N,MBA
20008633,  8633 Keisukenagao (1981 FC1),Keisukenagao,N,0,13.32,JPL 47,0.1631,3.155,2.64,8.85,358.05,137.32,2460799.07,2050,5.6,1.66,647,1.39,3.17,26080,0,0.53918,N,MBA
20008634,  8634 Neubauer (1981 GG),Neubauer,N,0,13.46,JPL 53,0.1829,2.647,2.162,14.17,35.94,129.5,2460337.28,1570,4.31,1.2,466,1.91,3.33,25347,0,0.43946,N,MBA
20008635,  8635 Yuriosipov (1985 PG2),Yuriosipov,N,0,14.18,JPL 49,0.1716,2.435,2.017,3.89,62.87,336.6,2460367.64,1390,3.8,1.03,399,2.56,3.48,17968,0,0.54415,N,MBA
20008636,  8636 Malvina (1985 UH2),Malvina,N,0,14.05,JPL 52,0.104,2.342,2.098,3.18,65.68,293.13,2460674.1,1310,3.58,1.1,427,2.8,3.55,14206,0,0.36292,N,MBA
20008639,  8639 Vonsovsky (1986 VB1),Vonsovsky,N,0,14.93,JPL 47,0.1386,2.228,1.92,5.13,259.79,156.73,2460137.77,1220,3.33,0.933,363,2.78,3.63,13755,0,0.42107,N,MBA
20008640,  8640 Ritaschulz (1986 VX5),Ritaschulz,N,0,13.75,JPL 50,0.1399,2.747,2.363,5.52,111.59,266.46,2459989.24,1660,4.55,1.37,534,2.35,3.33,13697,0,0.43837,N,MBA
20008642,  8642 Shawnkerry (1988 RZ11),Shawnkerry,N,0,13.29,JPL 46,0.3142,3.148,2.159,5.28,6.6,339.32,2459731.84,2040,5.59,1.15,449,1.29,3.12,13004,0,0.48995,N,MBA
20008643,  8643 Quercus (1988 SC),Quercus,N,0,13.26,JPL 54,0.1532,2.57,2.176,12.99,0.16,71.26,2461224.92,1500,4.12,1.23,478,2.43,3.38,26638,0,0.34084,N,MBA
20008644,  8644 Betulapendula (1988 SD),Betulapendula,N,0,13.76,JPL 59,0.1716,2.376,1.968,5.31,13.15,296.18,2460682.16,1340,3.66,0.961,374,2.48,3.52,16209,0,0.40492,N,MBA
20008647,  8647 Populus (1989 RG),Populus,N,0,14.15,JPL 55,0.1653,2.277,1.9,3.91,312.92,100.69,2460492.59,1250,3.44,0.916,356,2.71,3.59,16372,0,0.4477,N,MBA
20008648,  8648 Salix (1989 RJ),Salix,N,0,14.19,JPL 57,0.2412,2.261,1.715,3.69,206.24,216.3,2460365.14,1240,3.4,0.73,284,2.54,3.58,18820,0,0.40518,N,MBA
20008649,  8649 Juglans (1989 SS2),Juglans,N,0,15.04,JPL 54,0.1133,2.206,1.956,5.9,145,135.63,2460695.78,1200,3.28,0.946,368,2.65,3.65,13253,0,0.52188,N,MBA
20008651,  8651 Alineraynal (1989 YU5),Alineraynal,N,0,14.71,JPL 49,0.2786,2.294,1.655,2.04,271.37,106.3,2460394.61,1270,3.47,0.658,256,2.54,3.54,17429,0,0.5618,N,MCA
20008652,  8652 Acacia (1990 EA5),Acacia,N,0,14.37,JPL 52,0.1725,2.465,2.04,1.85,302.21,350.6,2461097.72,1410,3.87,1.02,399,2.28,3.47,27166,0,0.49506,N,MBA
20008656,  8656 Cupressus (1990 QY8),Cupressus,N,0,13.29,JPL 48,0.1199,2.92,2.57,3.98,123.74,318.16,2461347,1820,4.99,1.59,618,1.95,3.27,26582,0,0.47385,N,MBA
20008657,  8657 Cedrus (1990 QE9),Cedrus,N,0,13.53,JPL 88,0.0601,2.868,2.696,1.71,352.38,59.58,2460888.23,1770,4.86,1.71,664,2.19,3.3,13824,0,0.50792,N,MBA
20008660,  8660 Sano (1990 TM1),Sano,N,0,11.68,JPL 68,0.0397,3.257,3.128,6.64,85.73,261.88,2460810.88,2150,5.88,2.13,829,1.81,3.17,16337,0,0.3086,N,OMB
20008661,  8661 Ratzinger (1990 TA13),Ratzinger,N,0,12.51,JPL 54,0.0383,3.006,2.891,10.56,37.98,92.5,2459975.4,1900,5.21,1.93,752,1.91,3.22,20065,0,0.32834,N,MBA
20008663,  8663 Davidjohnston (1991 DJ1),Davidjohnston,N,0,14.01,JPL 52,0.1116,2.248,1.997,5.81,98.72,41.83,2460596.57,1230,3.37,1.02,395,2.52,3.61,12056,0,0.45942,N,MBA
20008664,  8664 Grigorijrichters (1991 GR1),Grigorijrichters,N,0,14.09,JPL 59,0.0979,2.366,2.134,7.07,142.53,98.85,2460388.13,1330,3.64,1.14,442,2.42,3.53,13148,0,0.38979,N,MBA
20008665,  8665 Daun-Eifel (1991 GA9),Daun-Eifel,N,0,14.79,JPL 49,0.0815,2.357,2.165,5.58,206.45,281.05,2460015.19,1320,3.62,1.19,463,2.5,3.54,16726,0,0.52701,N,MBA
20008666,  8666 Reuter (1991 GG10),Reuter,N,0,14.72,JPL 53,0.1445,2.28,1.95,4.04,115.66,345.94,2460651.09,1260,3.44,0.968,377,2.53,3.59,17372,0,0.3261,N,MBA
20008667,  8667 Fontane (1991 GH10),Fontane,N,0,14.11,JPL 53,0.1034,2.415,2.165,6.84,51.61,10.54,2460219.83,1370,3.75,1.18,459,2.62,3.5,12614,0,0.48061,N,MBA
20008668,  8668 Satomimura (1991 HM),Satomimura,N,0,14.18,JPL 49,0.0992,2.421,2.181,11.1,57.08,195.6,2460896.93,1380,3.77,1.17,456,2.35,3.48,15537,0,0.37862,N,MBA
20008672,  8672 Morse (1991 PW16),Morse,N,0,14.68,JPL 51,0.1634,2.454,2.053,3.4,136.52,147.2,2461022.66,1400,3.84,1.04,404,2.28,3.47,19270,0,0.52334,N,MBA
20008676,  8676 Lully (1992 CT2),Lully,N,0,13.33,JPL 48,0.1321,3.049,2.646,3.44,229.39,192.77,2460049.8,1940,5.32,1.66,646,1.87,3.22,12297,0,0.51166,N,MBA
20008677,  8677 Charlier (1992 ES5),Charlier,N,0,13.29,JPL 54,0.0915,2.984,2.711,10.65,137.29,219.83,2461031.36,1880,5.15,1.71,667,2.15,3.23,11925,0,0.39474,N,MBA
20008678,  8678 Bal (1992 ER6),Bal,N,0,13.73,JPL 46,0.1184,3.159,2.785,5.78,57.24,222.72,2461617.03,2050,5.61,1.77,690,1.59,3.19,11709,0,0.52763,N,MBA
20008679,  8679 Tingstade (1992 EG8),Tingstade,N,0,13.73,JPL 43,0.1743,3.037,2.507,0.79,179.9,212.87,2459688.38,1930,5.29,1.51,589,1.87,3.22,16327,0,0.51852,N,MBA
20008680,  8680 Rone (1992 EJ9),Rone,N,0,13.35,JPL 47,0.1652,3.131,2.614,5.9,36.56,359.79,2460251.15,2020,5.54,1.62,631,1.79,3.18,12182,0,0.52044,N,MBA
20008681,  8681 Burs (1992 EN9),Burs,N,0,13.12,JPL 48,0.17,3.052,2.533,2.57,151.37,237.1,2459766.11,1950,5.33,1.54,599,1.88,3.21,12733,0,0.48693,N,MBA
20008682,  8682 Kraklingbo (1992 ER9),Kraklingbo,N,0,13.06,JPL 56,0.1569,3.135,2.643,0.99,141,160.13,2459641.79,2030,5.55,1.63,634,1.59,3.19,11730,0,0.50441,N,MBA
20008683,  8683 Sjolander (1992 EE13),Sjolander,N,0,13.87,JPL 50,0.1559,3.205,2.705,8.1,183.18,296.29,2461082.13,2100,5.74,1.73,675,1.46,3.16,12355,0,0.53356,N,OMB
20008684,  8684 Reichwein (1992 FO3),Reichwein,N,0,14.96,JPL 46,0.0422,2.166,2.074,1.24,184.85,203.15,2461012.11,1160,3.19,1.08,419,2.88,3.69,15511,0,0.49767,N,MBA
20008685,  8685 Faure (1992 GG3),Faure,N,0,14.81,JPL 51,0.0461,2.207,2.105,0.9,263.35,312.59,2460722.57,1200,3.28,1.1,428,2.65,3.66,11722,0,0.48866,N,MBA
20008686,  8686 Akenside (1992 OX1),Akenside,N,0,14.64,JPL 49,0.0941,2.278,2.064,7.7,136.59,268.39,2460420.48,1260,3.44,1.09,424,2.81,3.59,12458,0,0.3411,N,MBA
20008687,  8687 Caussols (1992 PV),Caussols,N,0,15.36,JPL 42,0.0709,2.318,2.154,2.52,202.15,174.85,2460635.75,1290,3.53,1.15,449,2.8,3.58,16807,0,0.54995,N,MBA
20008688,  8688 Delaunay (1992 PV1),Delaunay,N,0,14.59,JPL 57,0.1744,2.272,1.876,4.45,151.7,176.56,2460128.44,1250,3.43,0.864,336,2.66,3.59,11573,0,0.42226,N,MBA
20008690,  8690 Swindle (1992 SW3),Swindle,N,0,15.54,JPL 35,0.1708,2.39,1.982,1.9,44.37,13.34,2461221.89,1350,3.7,0.994,387,2.54,3.51,12571,0,0.57604,N,MBA
20008691,  8691 Etsuko (1992 UZ1),Etsuko,N,0,13.85,JPL 48,0.154,2.443,2.067,5.5,308.03,75.76,2460053.71,1400,3.82,1.08,420,2.67,3.48,33787,0,0.44742,N,MBA
20008693,  8693 Matsuki (1992 WH1),Matsuki,N,0,13.11,JPL 60,0.1573,2.407,2.028,6.93,127.68,239.1,2461079.27,1360,3.73,1.04,403,2.68,3.5,25065,0,0.36835,N,MBA
20008695,  8695 Bergvall (1993 FW8),Bergvall,N,0,14.48,JPL 47,0.0439,2.887,2.76,2.86,57.78,304.37,2460701.71,1790,4.9,1.76,684,2.19,3.29,12430,0,0.52756,N,MBA
20008696,  8696 Kjeriksson (1993 FM16),Kjeriksson,N,0,13.61,JPL 51,0.132,3.232,2.806,6.02,66.78,346.14,2461085.8,2120,5.81,1.82,707,1.71,3.16,11519,0,0.55313,N,OMB
20008697,  8697 Olofsson (1993 FT23),Olofsson,N,0,13.78,JPL 47,0.1747,3.092,2.552,0.99,287.02,21.46,2461579.29,1990,5.44,1.54,598,1.62,3.2,19400,0,0.51014,N,MBA
20008698,  8698 Bertilpettersson (1993 FT41),Bertilpettersson,N,0,13.23,JPL 54,0.0603,2.845,2.673,1.63,1.18,94.39,2460932.79,1750,4.8,1.69,658,2.08,3.31,15665,0,0.51586,N,MBA
20008700,  8700 Gevaert (1993 JL1),Gevaert,N,0,13,JPL 54,0.1554,3.19,2.694,1.05,160.03,338.16,2461071.7,2080,5.7,1.71,665,1.35,3.18,18088,0,0.50953,N,MBA
20008702,  8702 Nakanishi (1993 VX3),Nakanishi,N,0,14.21,JPL 49,0.0987,2.21,1.992,4.55,239.4,196.95,2460148.48,1200,3.29,1.01,392,2.78,3.65,25889,0,0.48902,N,MBA
20008703,  8703 Nakanotadao (1993 XP1),Nakanotadao,N,0,14.68,JPL 46,0.0431,2.326,2.226,5.02,151.61,18.18,2461241.3,1300,3.55,1.23,480,2.54,3.57,25913,0,0.47949,N,MBA
20008704,  8704 Sadakane (1993 YJ),Sadakane,N,0,15.54,JPL 46,0.1804,2.179,1.786,3.49,296.31,92.06,2460918.67,1180,3.22,0.794,309,2.89,3.66,13831,0,0.52067,N,MBA
20008706,  8706 Takeyama (1994 CM),Takeyama,N,0,13.65,JPL 55,0.0854,2.849,2.605,8.59,32.73,47.03,2461395.6,1760,4.81,1.63,634,2.15,3.28,12995,0,0.46278,N,MBA
20008707,  8707 Arakihiroshi (1994 CE2),Arakihiroshi,N,0,14.29,JPL 53,0.0553,2.371,2.24,0.57,39.66,269.45,2460627.8,1330,3.65,1.23,477,2.61,3.54,12174,0,0.35546,N,MBA
20008709,  8709 Kadlu (1994 JF1),Kadlu,Y,0,17.07,JPL 72,0.4925,2.526,1.282,3.53,118.97,153.85,2461324.2,1470,4.01,0.268,104,1.37,3.27,12111,0,0.57207,N,AMO
20008710,  8710 Hawley (1994 JK9),Hawley,N,0,13.84,JPL 53,0.1582,2.612,2.199,15.14,78.41,132.36,2460217.65,1540,4.22,1.22,475,2.03,3.34,25493,0,0.42677,N,MBA
20008711,  8711 Lukeasher (1994 LL),Lukeasher,N,0,13.61,JPL 51,0.0615,2.7,2.534,27.19,148.65,20.97,2460500.45,1620,4.44,1.55,604,2.15,3.21,10957,0,0.40943,N,MBA
20008712,  8712 Suzuko (1994 TH2),Suzuko,N,0,12.75,JPL 54,0.147,3.123,2.664,2.54,105.42,190.9,2461427.73,2020,5.52,1.65,642,1.61,3.2,16597,0,0.45065,N,MBA
20008713,  8713 Azusa (1995 BT2),Azusa,N,0,14.06,JPL 48,0.1274,2.253,1.966,3.92,73.96,358.73,2460697.86,1240,3.38,0.981,382,2.7,3.61,13383,0,0.38346,N,MBA
20008716,  8716 Ginestra (1995 SB2),Ginestra,N,0,13.54,JPL 44,0.1078,3.16,2.819,12.82,212.71,274.67,2460747.11,2050,5.62,1.87,729,1.72,3.16,12165,0,0.45804,N,MBA
20008717,  8717 Richviktorov (1995 SN29),Richviktorov,N,0,13.2,JPL 53,0.2038,3.181,2.533,1.73,143.53,249.92,2460427.39,2070,5.67,1.54,599,1.61,3.17,16751,0,0.50701,N,MBA
20008719,  8719 Vesmir (1995 VR),Vesmir,N,0,13.81,JPL 46,0.204,2.644,2.105,11.86,224.72,110,2460839.13,1570,4.3,1.13,440,2.36,3.33,11061,0,0.42342,N,MBA
20008720,  8720 Takamizawa (1995 WE1),Takamizawa,N,0,13.35,JPL 51,0.1306,3.073,2.672,4.56,61.92,185.96,2460895.48,1970,5.39,1.66,646,1.54,3.21,11845,0,0.49758,N,MBA
20008721,  8721 AMOS (1996 AO3),AMOS,N,0,11.51,JPL 59,0.0282,3.882,3.772,5.45,265.24,87.52,2460552.43,2790,7.65,2.77,1080,1.21,3.06,15952,0,0.43231,N,OMB
20008722,  8722 Schirra (1996 QU1),Schirra,N,0,14.26,JPL 44,0.3004,2.387,1.67,5.84,324.15,49.02,2461137.78,1350,3.69,0.676,263,2.39,3.46,27666,0,0.55316,N,MBA
20008723,  8723 Azumayama (1996 SL7),Azumayama,N,0,14.89,JPL 46,0.1308,2.282,1.983,6.18,23.97,73.99,2460645.45,1260,3.45,1.01,393,2.58,3.59,12763,0,0.53798,N,MBA
20008724,  8724 Junkoehara (1996 SK8),Junkoehara,N,0,14.68,JPL 44,0.2046,2.394,1.904,2.1,13.28,22.5,2461259.36,1350,3.7,0.911,354,2.55,3.5,14078,0,0.52956,N,MBA
20008725,  8725 Keiko (1996 TG5),Keiko,N,0,14.8,JPL 53,0.1091,2.154,1.919,2.47,85.06,308.39,2460787.2,1160,3.16,0.926,360,2.98,3.69,11817,0,0.47993,N,MBA
20008726,  8726 Masamotonasu (1996 VP5),Masamotonasu,N,0,12.78,JPL 55,0.0802,3.169,2.915,8.71,231.6,200.81,2460733.72,2060,5.64,1.93,751,1.89,3.18,16339,0,0.44746,N,MBA
20008728,  8728 Mimatsu (1996 VF9),Mimatsu,N,0,14.68,JPL 48,0.2205,2.369,1.846,3.02,113.45,270.83,2460976.65,1330,3.65,0.853,332,2.57,3.51,14124,0,0.51763,N,MBA
20008729,  8729 Descour (1996 VZ12),Descour,N,0,15.04,JPL 51,0.0328,2.416,2.336,2.66,222.82,220.12,2460120.77,1370,3.75,1.35,526,2.56,3.52,17476,0,0.51217,N,MBA
20008730,  8730 Iidesan (1996 VT30),Iidesan,N,0,14.31,JPL 51,0.2233,2.366,1.838,1.24,254.26,130.09,2460955.91,1330,3.64,0.841,327,2.56,3.51,22224,0,0.49479,N,MBA
20008731,  8731 Tejima (1996 WY),Tejima,N,0,15.15,JPL 48,0.1224,2.311,2.028,7.31,62.9,302.43,2460470.82,1280,3.51,1.04,404,2.88,3.56,12210,0,0.4709,N,MBA
20008732,  8732 Champion (1996 XR25),Champion,N,0,14.27,JPL 53,0.0936,2.29,2.076,4.68,134.35,267.91,2460462.57,1270,3.47,1.09,424,2.81,3.59,17850,0,0.386,N,MBA
20008733,  8733 Ohsugi (1996 YB1),Ohsugi,N,0,13.71,JPL 57,0.0816,2.791,2.564,2.72,334.98,87.42,2460475.09,1700,4.66,1.58,614,2.22,3.32,12005,0,0.51979,N,MBA
20008734,  8734 Warner (1997 AA),Warner,N,0,13.72,JPL 53,0.0495,2.868,2.726,3.33,92.81,297.75,2460771.19,1770,4.86,1.73,674,2.22,3.29,16131,0,0.51093,N,MBA
20008735,  8735 Yoshiosakai (1997 AA1),Yoshiosakai,N,0,13.12,JPL 48,0.2142,3.194,2.51,1.94,50.86,341.69,2460572.96,2080,5.71,1.52,590,1.57,3.16,18969,0,0.51437,N,MBA
20008736,  8736 Shigehisa (1997 AD7),Shigehisa,N,0,13.33,JPL 53,0.2613,2.477,1.829,2.78,166.08,185.46,2459988.53,1420,3.9,0.823,320,2.31,3.43,34546,0,0.44339,N,MBA
20008737,  8737 Takehiro (1997 AL13),Takehiro,N,0,12.41,JPL 60,0.1216,3.112,2.733,11.5,348.39,288.42,2461324.67,2000,5.49,1.75,679,1.83,3.18,14857,0,0.40303,N,MBA
20008738,  8738 Saji (1997 AQ16),Saji,N,0,15.31,JPL 47,0.231,2.224,1.71,0.33,111.62,257.92,2461125.6,1210,3.32,0.709,276,2.72,3.61,16320,0,0.51758,N,MBA
