spkid,full_name,name,neo,sats,H,orbit_id,e,a,q,i,om,w,tp,per,per_y,moid,moid_ld,moid_jup,t_jup,data_arc,condition_code,rms,pha,class
20125473,125473 Keisaku (2001 WP14),Keisaku,N,0,17.06,JPL 22,0.1743,2.279,1.882,4.84,144.72,201.32,2460868.13,1260,3.44,0.875,341,2.72,3.58,8299,0,0.52313,N,MBA
20125476,125476 Frangarcia (2001 WE16),Frangarcia,N,0,16.45,JPL 29,0.1368,2.37,2.046,7.31,44.32,312.81,2460028.1,1330,3.65,1.05,409,2.76,3.52,8157,0,0.60232,N,MBA
20125592,125592 Buthiers (2001 XO33),Buthiers,N,0,15.17,JPL 48,0.1353,2.586,2.236,3.31,32.42,24.17,2461268.9,1520,4.16,1.25,486,2.4,3.41,9151,0,0.53492,N,MBA
20125718,125718 Jemasalomon (2001 XH105),Jemasalomon,N,0,15.68,JPL 34,0.1135,2.467,2.187,3.88,318.25,34.54,2460424.74,1420,3.88,1.18,460,2.64,3.47,8831,0,0.61507,N,MBA
20126160,126160 Fabienkuntz (2002 AF),Fabienkuntz,N,0,15.87,JPL 29,0.0622,2.735,2.565,4.99,291.43,133.69,2460354.32,1650,4.52,1.58,616,2.29,3.34,8580,0,0.58963,N,MBA
20126177,126177 Filippofrontera (2002 AP12),Filippofrontera,N,0,15.78,JPL 32,0.1524,2.444,2.072,9.78,131.19,40.43,2460776.76,1400,3.82,1.09,425,2.18,3.46,8505,0,0.5868,N,MBA
20126183,126183 Larrymitchell (2002 AS18),Larrymitchell,N,0,15.58,JPL 37,0.1875,2.47,2.007,6.99,175.32,275.01,2460708.87,1420,3.88,1.04,404,2.31,3.45,9249,0,0.52547,N,MBA
20126245,126245 Kandokalman (2002 AY66),Kandokalman,N,0,16.92,JPL 26,0.2044,2.235,1.778,3.32,140.91,127.88,2460036.4,1220,3.34,0.766,298,2.4,3.61,10028,0,0.55442,N,MBA
20126246,126246 Losignore (2002 AB67),Losignore,N,0,15.63,JPL 32,0.0436,2.802,2.68,6.72,93.04,251.58,2460268.74,1710,4.69,1.68,654,2.26,3.31,8707,0,0.57584,N,MBA
20126315,126315 Blathy (2002 AH130),Blathy,N,0,15.99,JPL 22,0.0531,2.61,2.472,13.1,302.61,309.02,2460507,1540,4.22,1.48,574,2.41,3.37,9211,0,0.55916,N,MBA
20126444,126444 Wylie (2002 CF16),Wylie,N,0,15.89,JPL 29,0.0911,2.445,2.222,15.12,54.66,84.51,2460725.99,1400,3.82,1.3,505,2.45,3.45,8302,0,0.58894,N,MBA
20126445,126445 Prestonreeves (2002 CH16),Prestonreeves,N,0,15.44,JPL 34,0.124,2.639,2.312,15.49,48.73,358.81,2459836.73,1570,4.29,1.32,514,2.44,3.33,8626,0,0.58354,N,MBA
20126578,126578 Suhhosoo (2002 CK116),Suhhosoo,N,0,15.57,JPL 36,0.1115,2.947,2.619,1,317.18,66.9,2460873.42,1850,5.06,1.62,631,2.18,3.26,8679,0,0.55237,N,MBA
20126748,126748 Mariegerbet (2002 DP),Mariegerbet,N,0,15.47,JPL 32,0.0465,2.924,2.788,1.14,345.44,205.64,2459837.94,1830,5,1.79,696,1.9,3.28,12344,0,0.52008,N,MBA
20126749,126749 Johnjones (2002 DQ1),Johnjones,N,0,15.59,JPL 32,0.297,2.527,1.776,15.16,346.91,40.26,2460763.47,1470,4.02,0.803,313,2.3,3.34,8263,0,0.56676,N,MBA
20126780,126780 Ivovasiljev (2002 EP7),Ivovasiljev,N,0,15.5,JPL 31,0.1116,3.066,2.724,1.42,175.68,101.43,2460726.44,1960,5.37,1.71,665,1.69,3.22,10371,0,0.55335,N,MBA
20126888,126888 Tspitzer (2002 EO100),Tspitzer,N,0,16.45,JPL 24,0.1212,2.541,2.233,7.95,224.18,358.06,2459929.78,1480,4.05,1.23,477,2.13,3.42,10138,0,0.54301,N,MBA
20126901,126901 Craigstevens (2002 EE110),Craigstevens,N,0,15.8,JPL 32,0.0325,2.601,2.516,3.73,86.2,65.39,2459899.61,1530,4.19,1.53,596,2.29,3.41,10094,0,0.54614,N,MBA
20126905,126905 Junetveekrem (2002 EF112),Junetveekrem,N,0,15.01,JPL 34,0.0678,2.979,2.777,11.37,73.23,47.04,2461408.31,1880,5.14,1.81,704,1.99,3.23,8666,0,0.58448,N,MBA
20126906,126906 Andykulessa (2002 EX114),Andykulessa,N,0,14.43,JPL 47,0.0959,3.074,2.779,8.12,54.48,124.49,2460207,1970,5.39,1.79,698,1.62,3.21,9923,0,0.56362,N,MBA
20126965,126965 Neri (2002 FJ18),Neri,N,0,16.56,JPL 29,0.1917,2.439,1.971,3.33,130.32,160.41,2461137.69,1390,3.81,0.956,372,2.27,3.48,9445,0,0.54738,N,MBA
20127005,127005 Pratchett (2002 GY1),Pratchett,N,0,16.43,JPL 32,0.2044,2.359,1.877,7.28,128.26,143.36,2460576.3,1320,3.62,0.867,337,2.28,3.51,9101,0,0.48082,N,MBA
20127030,127030 Herrington (2002 GZ28),Herrington,N,0,16.09,JPL 31,0.0404,2.678,2.569,1.01,328.51,120.32,2459901.77,1600,4.38,1.59,617,2.29,3.38,10488,0,0.55776,N,MBA
20127196,127196 Hanaceplechova (2002 HH),Hanaceplechova,N,0,15.69,JPL 37,0.1407,2.635,2.264,5.52,149.82,101.67,2460309.92,1560,4.28,1.26,490,2.04,3.38,10102,0,0.58016,N,MBA
20127415,127415 Annacalderara (2002 NG6),Annacalderara,N,0,15.55,JPL 32,0.1189,3.003,2.646,2.33,175.07,113.19,2459989.42,1900,5.2,1.63,635,1.79,3.24,10788,0,0.53316,N,MBA
20127477,127477 Fredalee (2002 RS211),Fredalee,N,0,16.73,JPL 18,0.2104,2.562,2.023,1.69,227.73,126.5,2460022.03,1500,4.1,1.02,396,2.34,3.4,10634,0,0.56365,N,MBA
20127515,127515 Nitta (2002 TY306),Nitta,N,0,15.85,JPL 35,0.0829,2.693,2.47,6.79,137.21,126.76,2460155.06,1610,4.42,1.46,569,2.16,3.36,9934,0,0.54702,N,MBA
20127516,127516 Oravetz (2002 TT307),Oravetz,N,0,16.74,JPL 31,0.081,2.29,2.104,7.5,72.42,185.03,2461019.67,1270,3.46,1.09,424,2.55,3.58,8362,0,0.55471,N,MBA
20127517,127517 Kaikepan (2002 TJ371),Kaikepan,N,0,15.09,JPL 31,0.0717,3.183,2.955,14.53,93.14,308.19,2460899.55,2070,5.68,1.99,774,1.93,3.15,8453,0,0.54219,N,MBA
20127545,127545 Crisman (2002 XZ91),Crisman,N,0,16.38,JPL 36,0.0903,2.256,2.052,4.12,247.1,226.75,2460114.14,1240,3.39,1.07,417,2.62,3.62,10360,0,0.54002,N,MBA
20127658,127658 Gapers (2003 DV10),Gapers,N,0,16.91,JPL 21,0.1608,2.451,2.057,2.58,33.06,202.43,2461295.73,1400,3.84,1.05,408,2.15,3.48,8332,0,0.57347,N,MBA
20127660,127660 Mauroianeselli (2003 DT12),Mauroianeselli,N,0,16.96,JPL 20,0.1725,2.385,1.974,0.68,346.81,287.37,2461123.15,1350,3.68,0.959,373,2.3,3.52,10087,0,0.57476,N,MBA
20127689,127689 Doncapone (2003 EE17),Doncapone,N,0,16.08,JPL 39,0.1557,2.29,1.933,7.07,150.77,86.05,2460466.54,1270,3.47,0.939,366,2.37,3.57,10391,0,0.52124,N,MBA
20127737,127737 Ferretti (2003 FZ5),Ferretti,N,0,16.31,JPL 31,0.0929,2.611,2.368,2.73,328.13,294.98,2460695.74,1540,4.22,1.36,528,2.2,3.4,11105,0,0.51025,N,MBA
20127803,127803 Johnvaneepoel (2003 FP77),Johnvaneepoel,N,0,15.9,JPL 36,0.0497,2.575,2.447,14.82,171.99,45.1,2460414.65,1510,4.13,1.46,570,2.28,3.38,9226,0,0.59749,N,MBA
20127810,127810 Michaelwright (2003 FK85),Michaelwright,N,0,16.62,JPL 31,0.1211,2.394,2.104,4.07,316.01,257.7,2460914.27,1350,3.7,1.1,430,2.3,3.52,9152,0,0.53857,N,MBA
20127870,127870 Vigo (2003 FE123),Vigo,N,0,15,JPL 29,0.0932,2.756,2.499,27.13,84.81,157.91,2461185.24,1670,4.57,1.5,582,2.08,3.18,8088,0,0.60752,N,MBA
20127933,127933 Shaunoborn (2003 HF1),Shaunoborn,N,0,16.63,JPL 31,0.1298,2.245,1.953,2.88,83.69,166.33,2460213.71,1230,3.36,0.941,366,2.48,3.62,23361,0,0.56251,N,MBA
20127935,127935 Reedmckenna (2003 HM1),Reedmckenna,N,0,15.88,JPL 31,0.2582,2.581,1.915,4.79,172.93,142.73,2460641.37,1510,4.15,0.904,352,2.07,3.37,9207,0,0.56468,N,MBA
20127936,127936 Maia (2003 HU1),Maia,N,0,16.21,JPL 27,0.0763,2.436,2.25,7.37,130.88,339.04,2460725.62,1390,3.8,1.27,494,2.45,3.49,8010,0,0.52047,N,MBA
20127965,127965 Ettorecittadini (2003 HG22),Ettorecittadini,N,0,16.96,JPL 32,0.0641,2.249,2.104,3.56,102.42,141.48,2460222.98,1230,3.37,1.09,426,2.6,3.62,9367,0,0.54927,N,MBA
20128022,128022 Peterantreasian (2003 JV17),Peterantreasian,N,0,16.07,JPL 33,0.2312,2.527,1.942,10.01,112.56,202.52,2460398.34,1470,4.02,0.932,363,2.18,3.4,10195,0,0.57185,N,MBA
20128036,128036 Rafaelnadal (2003 KM18),Rafaelnadal,N,0,15.92,JPL 40,0.2304,2.423,1.865,10.73,68.2,186.97,2461065.04,1380,3.77,0.852,332,2.07,3.45,26883,0,0.57663,N,MBA
20128038,128038 Jimadams (2003 KK23),Jimadams,N,0,15.57,JPL 28,0.1125,3.119,2.769,4.26,220.9,39.19,2461045.13,2010,5.51,1.76,684,1.58,3.2,10771,0,0.4775,N,MBA
20128054,128054 Eranyavneh (2003 MR9),Eranyavneh,N,0,15.1,JPL 34,0.0725,3.102,2.878,1.66,150.85,185.96,2460784.65,2000,5.46,1.87,727,1.95,3.22,9449,0,0.61247,N,MBA
20128062,128062 Szrogh (2003 NW5),Szrogh,N,0,15.05,JPL 36,0.1601,3.075,2.582,13.89,126.12,202.25,2460864.04,1970,5.39,1.58,613,1.77,3.17,9459,0,0.56595,N,MBA
20128065,128065 Bartbenjamin (2003 OK),Bartbenjamin,N,0,15.05,JPL 37,0.1379,2.981,2.57,7.83,222.89,183.38,2460792.92,1880,5.15,1.58,614,2,3.23,9512,0,0.54429,N,MBA
20128166,128166 Carora (2003 QQ105),Carora,N,0,14.64,JPL 30,0.0795,3.135,2.886,14.36,12.62,311.87,2460739.73,2030,5.55,1.9,739,1.98,3.16,8505,0,0.58955,N,MBA
20128177,128177 Griffioen (2003 RA11),Griffioen,N,0,15.73,JPL 27,0.0323,2.876,2.783,7.53,173.43,127.34,2459840.43,1780,4.88,1.78,691,2.1,3.28,7942,0,0.54849,N,MBA
20128228,128228 Williammarsh (2003 SV123),Williammarsh,N,0,15.31,JPL 35,0.0313,2.723,2.637,6.25,157.47,154.06,2460854.51,1640,4.49,1.63,632,2.27,3.35,12229,0,0.60106,N,MBA
20128242,128242 Smahel (2003 SF171),Smahel,N,0,15.81,JPL 31,0.0421,2.732,2.617,1.08,261.62,338.67,2460673.45,1650,4.52,1.61,625,2.13,3.35,10860,0,0.48189,N,MBA
20128297,128297 Ashlevi (2003 XD11),Ashlevi,N,0,15.85,JPL 32,0.0739,2.867,2.655,0.95,279.52,112.79,2459785.8,1770,4.86,1.66,646,2.26,3.29,8849,0,0.53483,N,MBA
20128314,128314 Coraliejackman (2004 CB109),Coraliejackman,N,0,15.81,JPL 38,0.2592,2.409,1.785,11.85,195.74,200.8,2460906.13,1370,3.74,0.795,309,2.42,3.45,11980,0,0.51356,N,MBA
20128315,128315 Dereknelson (2004 DK22),Dereknelson,N,0,15.95,JPL 42,0.1194,2.215,1.951,4.66,92.74,171.65,2460508.8,1200,3.3,0.936,364,2.57,3.64,9480,0,0.51756,N,MBA
20128321,128321 Philipdumont (2004 EF43),Philipdumont,N,0,16.7,JPL 25,0.149,2.369,2.016,2.61,154.54,82.34,2461219.99,1330,3.65,1.01,392,2.27,3.53,9650,0,0.5924,N,MBA
20128323,128323 Peterwolff (2004 ES72),Peterwolff,N,0,16.98,JPL 28,0.2104,2.158,1.704,3.91,192.45,133.53,2460460.05,1160,3.17,0.695,270,2.72,3.67,8482,0,0.48973,N,MBA
20128327,128327 Ericcarranza (2004 FP14),Ericcarranza,N,0,17.26,JPL 30,0.0447,1.964,1.876,21.71,196.12,38.34,2460231.08,1010,2.75,0.889,346,2.92,3.79,8601,0,0.65195,N,IMB
20128341,128341 Dalestanbridge (2004 FR128),Dalestanbridge,N,0,16.54,JPL 33,0.0545,1.883,1.781,21.26,77.89,284.88,2461041.09,944,2.58,0.85,331,3.21,3.88,9644,0,0.60682,N,IMB
20128343,128343 Brianpage (2004 GQ5),Brianpage,N,0,16.14,JPL 26,0.1887,2.687,2.18,7.1,29.55,266.06,2459848.27,1610,4.41,1.18,459,2.05,3.34,8086,0,0.51255,N,MBA
20128345,128345 Danielbamberger (2004 GY18),Danielbamberger,N,0,15.64,JPL 31,0.1585,2.586,2.176,8.35,58.12,317.77,2459843.09,1520,4.16,1.19,461,2.48,3.39,16001,0,0.56246,N,MBA
20128348,128348 Jasonleonard (2004 GK27),Jasonleonard,N,0,15.65,JPL 39,0.2601,2.58,1.909,12.6,106.81,215.39,2460952.22,1510,4.14,0.91,354,2.09,3.34,8772,0,0.52862,N,MBA
20128372,128372 Danielwibben (2004 JE2),Danielwibben,N,0,16.37,JPL 33,0.1135,1.903,1.687,24.83,97.13,287.66,2460272.14,959,2.63,0.795,309,3.27,3.83,9485,0,0.52731,N,IMB
20128373,128373 Kevinjohnson (2004 JV5),Kevinjohnson,N,0,15.11,JPL 31,0.0798,2.997,2.758,12.52,136.28,187.24,2461178.84,1890,5.19,1.75,679,2.06,3.21,8693,0,0.60244,N,MBA
20128389,128389 Dougleland (2004 KG14),Dougleland,N,0,14.88,JPL 29,0.0509,3.134,2.975,16.09,114.66,148.74,2461417.53,2030,5.55,1.97,766,1.89,3.15,8134,0,0.64036,N,MBA
20128408,128408 Mikehughes (2004 LJ16),Mikehughes,N,0,15.65,JPL 30,0.3057,2.418,1.679,21.47,127.31,258.4,2460233.58,1370,3.76,0.812,316,2.66,3.36,8116,0,0.60678,N,MBA
20128417,128417 Chrismccaa (2004 LK24),Chrismccaa,N,0,14.95,JPL 35,0.0525,3.12,2.956,11.88,90.61,108.49,2461017.96,2010,5.51,1.98,770,1.8,3.18,11246,0,0.64349,N,MBA
20128426,128426 Vekerdi (2004 MP6),Vekerdi,N,0,17.04,JPL 30,0.0901,2.278,2.072,5.61,221.28,184.97,2461206.37,1260,3.44,1.08,421,2.83,3.6,8300,0,0.52158,N,MBA
20128439,128439 Chriswaters (2004 NA11),Chriswaters,N,0,16.92,JPL 25,0.1662,2.307,1.924,5.64,298.28,41.98,2460962.77,1280,3.5,0.918,357,2.68,3.56,9246,0,0.53019,N,MBA
20128474,128474 Arbacia (2004 PD1),Arbacia,N,0,15.31,JPL 31,0.0728,3.073,2.85,10.17,279.37,32.23,2461001.25,1970,5.39,1.84,716,1.9,3.2,10362,0,0.57499,N,MBA
20128523,128523 Johnmuir (2004 PX42),Johnmuir,N,0,17.18,JPL 23,0.2052,2.406,1.912,1.33,291.33,81.78,2460113.37,1360,3.73,0.913,355,2.57,3.49,8557,0,0.47128,N,MBA
20128562,128562 Murdin (2004 PM90),Murdin,N,0,15.84,JPL 28,0.1197,2.778,2.445,8.02,240.71,35.4,2459797.15,1690,4.63,1.44,559,1.98,3.31,8469,0,0.54313,N,MBA
20128585,128585 Alfredmaria (2004 QV),Alfredmaria,N,0,16.37,JPL 32,0.0819,2.386,2.19,3.48,301.11,291.95,2460867.66,1350,3.69,1.18,461,2.41,3.53,9139,0,0.51077,N,MBA
20128586,128586 Jeremias (2004 QW),Jeremias,N,0,14.65,JPL 33,0.0923,3.16,2.869,14.82,193.84,213.84,2459597.91,2050,5.62,1.89,735,2.03,3.15,11174,0,0.5259,N,MBA
20128593,128593 Balfourwhitney (2004 QU6),Balfourwhitney,N,0,15.96,JPL 36,0.2079,2.739,2.169,3.44,179.69,172.71,2459886.75,1660,4.53,1.16,453,2.13,3.32,10922,0,0.499,N,MBA
20128602,128602 Careyparish (2004 QL13),Careyparish,N,0,14.96,JPL 34,0.0704,3.122,2.902,15.33,201.77,107.74,2461170.86,2010,5.52,1.93,753,1.88,3.16,10242,0,0.55745,N,MBA
20128604,128604 Markfisher (2004 QO14),Markfisher,N,0,14.98,JPL 27,0.1755,3.216,2.652,19,316.49,62.62,2459707.23,2110,5.77,1.71,665,1.9,3.08,10687,0,0.61548,N,OMB
20128607,128607 Richhund (2004 QJ18),Richhund,N,0,16.61,JPL 26,0.1168,2.303,2.034,1.99,164.41,144.78,2460720.24,1280,3.5,1.02,397,2.63,3.58,11289,0,0.53651,N,MBA
20128608,128608 Chucklove (2004 QR18),Chucklove,N,0,17.2,JPL 18,0.0985,2.301,2.074,2.75,162.46,189.85,2460933.99,1270,3.49,1.07,416,2.82,3.58,8205,0,0.59166,N,MBA
20128610,128610 Stasiahabenicht (2004 QR20),Stasiahabenicht,N,0,14.76,JPL 33,0.0962,3.145,2.842,15.24,248.77,201.28,2459889.49,2040,5.58,1.86,725,1.86,3.15,9007,0,0.60261,N,MBA
20128611,128611 Paulnowak (2004 QB21),Paulnowak,N,0,15.82,JPL 33,0.2555,2.616,1.947,5.94,158.42,228.47,2460982.22,1550,4.23,0.957,372,2.18,3.35,25874,0,0.5483,N,MBA
20128614,128614 Juliabest (2004 QO24),Juliabest,N,0,16.43,JPL 28,0.2416,2.395,1.816,3.75,75.95,298.76,2460086.84,1350,3.71,0.82,319,2.49,3.49,11055,0,0.56196,N,MBA
20128615,128615 Jimharris (2004 QR24),Jimharris,N,0,16.96,JPL 25,0.1627,2.202,1.843,6.9,352.19,331.68,2460344.85,1190,3.27,0.835,325,2.76,3.64,12018,0,0.49769,N,MBA
20128622,128622 Rudis (2004 RU),Rudis,N,0,15.88,JPL 25,0.0787,3.049,2.809,0.53,2.81,38.38,2461284.69,1940,5.33,1.82,707,2.05,3.23,9915,0,0.51415,N,MBA
20128627,128627 Ottmarsheim (2004 RM8),Ottmarsheim,N,0,15.08,JPL 38,0.1431,3.197,2.74,4.6,263.74,31.32,2461354.06,2090,5.72,1.73,672,1.53,3.17,11068,0,0.56213,N,MBA
20128633,128633 Queyras (2004 RF12),Queyras,N,0,14.58,JPL 34,0.0572,3.443,3.245,6.5,41.51,325.13,2460198.27,2330,6.39,2.25,874,1.7,3.12,9211,0,0.63281,N,OMB
20128795,128795 Douglaswalker (2004 RG222),Douglaswalker,N,0,15.98,JPL 25,0.106,2.799,2.502,4.27,136.31,212.34,2460040.33,1710,4.68,1.5,582,2.28,3.31,10331,0,0.53456,N,MBA
20128882,128882 Jennydebenedetti (2004 SX55),Jennydebenedetti,N,0,17,JPL 28,0.1828,2.312,1.89,3.93,107.38,190.15,2460781.92,1280,3.52,0.875,340,2.46,3.56,8118,0,0.55245,N,MBA
20128895,128895 Bright Spring (2004 TW),Bright Spring,N,0,16.93,JPL 26,0.1674,2.331,1.94,2.45,9.98,278.72,2460838.2,1300,3.56,0.927,361,2.44,3.55,19422,0,0.56634,N,MBA
20128925,128925 Conwell (2004 TJ70),Conwell,N,0,15.54,JPL 26,0.2515,3.075,2.301,1.25,255.82,1.95,2460709.87,1970,5.39,1.29,501,1.22,3.18,17038,0,0.51956,N,MBA
20129026,129026 Conormcmenamin (2004 TE345),Conormcmenamin,N,0,14.62,JPL 35,0.0814,3.178,2.92,17.92,58.32,325.39,2461404.96,2070,5.67,1.94,756,2,3.12,9394,0,0.57333,N,MBA
20129050,129050 Lowellcogburn (2004 VW9),Lowellcogburn,N,0,15.86,JPL 31,0.1296,2.783,2.423,14.78,342.45,91.04,2460237.47,1700,4.64,1.49,580,2.18,3.27,8974,0,0.57011,N,MBA
20129051,129051 Chrismay (2004 VO10),Chrismay,N,0,15.2,JPL 30,0.0656,3.001,2.804,9.84,342.3,350.06,2460566.5,1900,5.2,1.79,698,2.14,3.23,10430,0,0.5793,N,MBA
20129052,129052 Nimeshdave (2004 VC11),Nimeshdave,N,0,14.68,JPL 33,0.0684,3.045,2.836,16.04,357.85,312.21,2460579.1,1940,5.31,1.85,719,2.05,3.18,9502,0,0.63757,N,MBA
20129053,129053 Derekshannon (2004 VP12),Derekshannon,N,0,14.6,JPL 35,0.1062,3.126,2.794,11.98,276.61,152.28,2461449.27,2020,5.53,1.82,706,1.81,3.17,9032,0,0.58411,N,MBA
20129060,129060 Huntskretsch (2004 VH21),Huntskretsch,N,0,15.53,JPL 29,0.1555,3.011,2.542,2.64,118.14,323.05,2461078.27,1910,5.22,1.56,607,1.77,3.23,11313,0,0.58026,N,MBA
20129061,129061 Karlfortney (2004 VM22),Karlfortney,N,0,15.44,JPL 28,0.0575,2.966,2.795,9.82,35.98,31.48,2460887.13,1870,5.11,1.81,705,2.09,3.24,9101,0,0.59037,N,MBA
20129063,129063 Joshwood (2004 VF26),Joshwood,N,0,14.67,JPL 39,0.0584,3.117,2.935,8.22,248.51,179.78,2461449.13,2010,5.5,1.95,759,1.96,3.2,9439,0,0.56611,N,MBA
20129064,129064 Jeanneladewig (2004 VT26),Jeanneladewig,N,0,15.01,JPL 33,0.1611,3.047,2.556,10.21,257.39,236.39,2461454.86,1940,5.32,1.59,618,1.68,3.19,9039,0,0.59542,N,MBA
20129068,129068 Alexmay (2004 VU52),Alexmay,N,0,15.7,JPL 25,0.0858,2.988,2.732,1.65,80.74,290.4,2460695.43,1890,5.17,1.73,674,2.21,3.25,9072,0,0.55388,N,MBA
20129071,129071 Catriegle (2004 VF54),Catriegle,N,0,14.78,JPL 36,0.0589,3.14,2.955,14.31,287.63,116.47,2461430.77,2030,5.56,2,778,1.96,3.16,8926,0,0.54013,N,MBA
20129073,129073 Sandyfreund (2004 VP59),Sandyfreund,N,0,15.35,JPL 29,0.1389,3.15,2.712,3.29,287.15,223.07,2459891.65,2040,5.59,1.73,672,1.44,3.19,8556,0,0.5914,N,MBA
20129078,129078 Animoo (2004 VL65),Animoo,N,0,16.75,JPL 30,0.1843,2.274,1.855,3.17,141.13,181.97,2460611.38,1250,3.43,0.843,328,2.61,3.58,10356,0,0.50677,N,MBA
20129082,129082 Oliviabillett (2004 VK76),Oliviabillett,N,0,16.77,JPL 24,0.1756,2.227,1.836,3.6,299.47,6.12,2460353.43,1210,3.32,0.821,320,2.6,3.62,9924,0,0.53443,N,MBA
20129092,129092 Snowdonia (2004 WB10),Snowdonia,N,0,15.34,JPL 29,0.0769,3.003,2.772,11.89,133.92,305.81,2461021.19,1900,5.2,1.81,703,1.95,3.21,8574,0,0.62515,N,MBA
20129095,129095 Martyschmitzer (2004 XC1),Martyschmitzer,N,0,15.08,JPL 44,0.0679,2.624,2.445,12.38,296.69,260.6,2460129.95,1550,4.25,1.48,578,2.31,3.37,9073,0,0.51959,N,MBA
20129096,129096 Andrewleung (2004 XU1),Andrewleung,N,0,15.21,JPL 29,0.1435,3.081,2.639,8.14,307.67,69.99,2461036.69,1980,5.41,1.65,644,2.04,3.2,9046,0,0.60914,N,MBA
20129099,129099 Spoelhof (2004 XU3),Spoelhof,N,0,15.31,JPL 31,0.1795,3.078,2.525,7.49,154.37,15.84,2459709.59,1970,5.4,1.53,597,1.34,3.19,8537,0,0.53041,N,MBA
20129100,129100 Aaronammons (2004 XY4),Aaronammons,N,0,15.6,JPL 38,0.0488,2.71,2.578,2.82,345.46,81.17,2459850.3,1630,4.46,1.59,620,2.3,3.36,9031,0,0.53819,N,MBA
20129101,129101 Geoffcollyer (2004 XF6),Geoffcollyer,N,0,15.29,JPL 30,0.0779,3.043,2.806,1.11,78.48,98.81,2459761.91,1940,5.31,1.81,705,1.68,3.23,10840,0,0.4627,N,MBA
20129102,129102 Charliecamarotte (2004 XO9),Charliecamarotte,N,0,15.79,JPL 22,0.0698,2.899,2.696,2.15,29.68,34.45,2460517.67,1800,4.94,1.71,665,2.12,3.28,10126,0,0.55744,N,MBA
20129108,129108 Kristianwaldorff (2004 XO24),Kristianwaldorff,N,0,15.99,JPL 26,0.1571,2.605,2.196,2.01,189.96,183.6,2460850.62,1540,4.21,1.2,465,2.45,3.39,11549,0,0.58073,N,MBA
20129114,129114 Oliverwalthall (2004 XZ72),Oliverwalthall,N,0,14.51,JPL 39,0.0682,3.206,2.987,12.94,229.36,303.61,2460240.98,2100,5.74,2.01,784,1.63,3.15,9332,0,0.53254,N,OMB
20129119,129119 Ericmuhle (2004 XA111),Ericmuhle,N,0,15.77,JPL 32,0.0367,2.706,2.607,5.13,314.5,51.45,2461202.6,1630,4.45,1.61,625,2.37,3.36,9008,0,0.52204,N,MBA
20129125,129125 Chrisvoth (2004 XA162),Chrisvoth,N,0,15.09,JPL 37,0.0924,2.969,2.694,9.2,330.24,75.26,2460737.11,1870,5.12,1.72,670,2.12,3.24,9522,0,0.54221,N,MBA
20129137,129137 Hippolochos (2005 AP27),Hippolochos,N,0,13.09,JPL 30,0.058,5.124,4.826,12.52,114.51,232.64,2460522.04,4240,11.6,3.83,1490,0.0551,2.95,8361,0,0.56414,N,TJN
20129138,129138 Williamfrost (2005 AN38),Williamfrost,N,0,16.64,JPL 21,0.1811,2.562,2.098,3.82,253.67,303.83,2461097.04,1500,4.1,1.1,428,1.95,3.41,10220,0,0.57706,N,MBA
20129146,129146 Stevenglenn (2005 CF38),Stevenglenn,N,0,14.72,JPL 31,0.1583,3.216,2.707,19.78,136.18,269.48,2459622.61,2110,5.77,1.81,703,1.9,3.08,8873,0,0.6011,N,OMB
20129148,129148 Sheilahaggard (2005 ET49),Sheilahaggard,N,0,16.22,JPL 24,0.0259,2.732,2.661,4.49,204.06,7.77,2460239.22,1650,4.52,1.66,645,2.16,3.35,8979,0,0.4891,N,MBA
20129149,129149 Richwitherspoon (2005 EP51),Richwitherspoon,N,0,16.22,JPL 32,0.0603,2.603,2.446,1.66,147.56,140.1,2460020.23,1530,4.2,1.43,557,2.31,3.41,8273,0,0.59588,N,MBA
20129151,129151 Angelaboggs (2005 EE99),Angelaboggs,N,0,16.62,JPL 25,0.1998,2.611,2.09,5.84,187.51,244.79,2460858.58,1540,4.22,1.11,433,2.2,3.37,9103,0,0.54928,N,MBA
20129152,129152 Jaystpierre (2005 EQ133),Jaystpierre,N,0,15.84,JPL 26,0.098,2.791,2.518,9.94,113.07,346.35,2459998.58,1700,4.66,1.54,598,2.07,3.3,8924,0,0.54839,N,MBA
20129154,129154 Georgesondecker (2005 EG188),Georgesondecker,N,0,16.64,JPL 31,0.1752,2.332,1.924,2.68,351.33,324.57,2460318.99,1300,3.56,0.911,355,2.53,3.55,10137,0,0.54663,N,MBA
20129158,129158 Michaelmellman (2005 FD8),Michaelmellman,N,0,15.15,JPL 28,0.0348,2.952,2.849,11.14,96.57,128.56,2461018.69,1850,5.07,1.85,720,2,3.24,8674,0,0.62918,N,MBA
20129160,129160 Ericpeters (2005 GH41),Ericpeters,N,0,16.18,JPL 35,0.0335,2.737,2.645,6.57,156.75,182.65,2460968.3,1650,4.53,1.64,636,2.3,3.34,10369,0,0.60737,N,MBA
20129161,129161 Mykallefevre (2005 GP64),Mykallefevre,N,0,15.93,JPL 32,0.0703,2.629,2.444,15.25,110.54,172.63,2460051.2,1560,4.26,1.43,556,2.34,3.35,8649,0,0.64576,N,MBA
20129165,129165 Kevinstout (2005 GP113),Kevinstout,N,0,15.79,JPL 22,0.1153,3.017,2.669,7.8,180.11,231.31,2460563.16,1910,5.24,1.69,657,2.06,3.22,11662,0,0.49827,N,MBA
